i,j,alpha,weight
environment,extent,0.5428,0.12740326283351558
environment,lockdown,0.5342,0.12374397031659232
environment,originally_thought,0.3761,0.17287198708476437
environment,prediction,0.4949,0.223415604315373
environment,question,0.5241,0.17874766256070573
environment,work,0.5004,0.16965626562808273
five_bedrooms,kin,0.5252,0.13903528668475232
vulnerability,freedom,0.6076,0.12300454770263856
vulnerability,wealth,0.5031,0.1384186448146279
choice,domain,0.491,0.12632630007188855
choice,life,0.5865,0.12370683593686733
choice,meaning,0.5244,0.13022005133272652
choice,privilege,0.4002,0.1549271037145205
long_term,canada,0.5405,0.1270777597736475
long_term,care,0.4415,0.16782189870225991
long_term,country,0.2748,0.26125006299636117
long_term,future,0.5246,0.13311412942369025
long_term,gain,0.4123,0.18147345263926676
long_term,ideology,0.5344,0.12938510135287354
long_term,life,0.5477,0.12440301135991358
long_term,people,0.4094,0.25854299370630107
long_term,problem,0.3438,0.24713219752843651
long_term,realization,0.4592,0.1537358408226634
long_term,society,0.5048,0.15545638341614532
long_term,world,0.5509,0.128777911149855
long_term,year,0.4813,0.14855415139550385
individuation,eye_contact,0.5425,0.1307764309746579
uk,confidence,0.4975,0.12056212948034827
uk,rule,0.4801,0.12616427352433646
uk,statement,0.4583,0.1333866933489567
veracity,living,0.5201,0.18797697355213835
business_competition,globalization,0.6875,0.12116087306663333
experience,challenge,0.4913,0.13532738688887
experience,culture,0.5041,0.1305374519762777
experience,empathy,0.4178,0.1652553900935794
experience,extent,0.4828,0.15117646989528405
experience,lesson,0.4659,0.17226109885057148
experience,life,0.4656,0.1769028755114763
experience,lockdown,0.4358,0.1612222329656151
experience,order,0.4644,0.14085696093578087
experience,people,0.509,0.19562086242808172
experience,relationship,0.5881,0.13304268464692262
experience,way,0.47,0.17725366182094385
consideration,notion,0.5088,0.12763564043629214
temptation,contact,0.5926,0.12277683259168586
temptation,effect,0.4214,0.1972486925306754
temptation,force,0.3331,0.2461582038680781
temptation,government,0.4337,0.19111776514071172
temptation,humanity,0.3759,0.22124409146704485
temptation,society,0.5274,0.14872197114735577
openness,help,0.3602,0.2888449243141735
openness,people,0.645,0.12708719101015614
openness,policy,0.3216,0.2634944018784159
case,group,0.3357,0.24276389582288518
case,problem,0.5966,0.12177354080333558
educational_attainment,widening_inequalities,0.4563,0.1256052713985636
default_response,influence,0.3998,0.17901112985439918
head,crisis,0.5375,0.15107363182896325
computer,familiarity,0.3484,0.17514463630899332
computer,information,0.5801,0.12293207295389576
computer,medium,0.4165,0.16272616067510587
computer,order,0.5211,0.1202671120400988
computer,technology,0.528,0.13677535104081173
view,polarization,0.554,0.12579285338486373
feeling,crisis,0.5394,0.14307160427272683
feeling,deindividuation,0.4249,0.1938080471353001
feeling,people,0.3776,0.2819104325792692
feeling,solidarity,0.5141,0.13339580889561364
coin,immigrant,0.5332,0.13662937041421871
coin,insurance,0.5115,0.1292313710431461
coin,united_state,0.5065,0.14705626489954976
cost,people,0.5634,0.16622094513843177
ground,information,0.5025,0.15457485195884485
ground,money,0.3781,0.18493938789119596
ground,news,0.3448,0.2202269560605373
ground,role,0.415,0.16641671478058684
way,ability,0.4442,0.19044135755824973
way,behavior,0.5287,0.14980651607305118
way,belief,0.3611,0.23864859974708624
way,care,0.4615,0.18150935003464785
way,challenge,0.4101,0.20907660870812816
way,communication,0.5907,0.12384735721105605
way,consequence,0.3708,0.23251238270412478
way,country,0.3408,0.25211186862845697
way,crisis,0.3733,0.23095001751840263
way,culture,0.486,0.1694623792939091
way,danger,0.5636,0.13481278860815263
way,discourse,0.1835,0.3950004011576086
way,effect,0.5994,0.1203938541808012
way,event,0.5627,0.13521935186652478
way,extent,0.5431,0.14350167953339257
way,face,0.3587,0.24021069830411296
way,future,0.5209,0.15324420653284992
way,group,0.2302,0.3428566257454456
way,health,0.2451,0.3284002534461552
way,idea,0.4028,0.21321836111761325
way,impact,0.3933,0.21881194029543966
way,individual,0.5427,0.14366961352916077
way,inequality,0.4062,0.2112700954306045
way,information,0.5757,0.1298638909691922
way,insight,0.5013,0.16221947647851226
way,lesson,0.4899,0.16759734219528605
way,life,0.1501,0.4411178803620005
way,living,0.1614,0.4245721405276616
way,mind,0.5377,0.14583836655095056
way,order,0.5225,0.15252153868016805
way,people,0.0069,1.1283064554091553
way,person,0.5185,0.154323860135943
way,perspective,0.5134,0.15665274728847925
way,policy,0.598,0.12096039574243811
way,prediction,0.4442,0.19045542230633034
way,problem,0.3811,0.22612336222598967
way,question,0.43,0.19799040836311022
way,reason,0.5858,0.12579776305011572
way,relationship,0.4828,0.17099516927961766
way,science,0.56,0.13632639159348073
way,situation,0.4624,0.1810926659650735
way,society,0.3644,0.2365222317332009
way,sort,0.5176,0.15476215831124712
way,specie,0.5445,0.14291866026621702
way,uncertainty,0.3023,0.2798948259962728
way,value,0.5175,0.15481010056202582
way,welfare,0.649,0.1383565418407235
way,work,0.5049,0.16751027836157287
way,worker,0.3632,0.19303900390655623
way,world,0.4499,0.17188414248707062
statement,confidence,0.4563,0.127463848086839
statement,democracy,0.471,0.12262453114275028
statement,role,0.3512,0.16641671478058684
statement,rule,0.4388,0.1333866933489567
challenge,capacity,0.5158,0.14486917979181185
challenge,crisis,0.4632,0.17035216054801755
challenge,culture,0.4427,0.1559231751765447
challenge,extent,0.4898,0.1482640017410814
challenge,impact,0.4458,0.1847172172069203
challenge,individual,0.5697,0.12865669932860063
challenge,lesson,0.3396,0.23885933883688681
challenge,life,0.4976,0.16161556755066997
challenge,order,0.4154,0.16055711008936852
challenge,people,0.4045,0.26198257382783713
online,unavoidable_limitation,0.407,0.13427922862047403
centeredness,self,0.434,0.20476203402792056
color,suspicion,0.6046,0.12812879316376288
notable_difference,inequality,0.5435,0.12396859809718712
crowded_subway,gratitude,0.3823,0.2083071977372961
politic,fear,0.5616,0.17434353022577212
attitude,behavior,0.5292,0.13065018769195835
attitude,consequence,0.4713,0.19431326006762312
attitude,digitalization,0.4794,0.14168040404369608
equity,apparent_gain,0.4951,0.14285178372492136
equity,appreciation,0.5416,0.12553652086390704
equity,polarization,0.4774,0.15858444183675577
equity,structure,0.2789,0.2510730417278141
equity,sustain_effort,0.4861,0.14285178372492136
health,alternative,0.5359,0.1457057276914537
health,care,0.2628,0.30697896915962614
health,community,0.5472,0.14090470873228775
health,condition,0.5443,0.14213983499036328
health,government,0.5037,0.15995003949678607
health,hope,0.4469,0.16345402359826788
health,income,0.3793,0.2263290173495449
health,inequality,0.3078,0.24355838518687026
health,life,0.5026,0.15932365267144896
health,mental_health,0.4736,0.1573404277816287
health,people,0.105,0.6499861083618255
health,relationship,0.6195,0.12010196303429768
health,science,0.5518,0.1318265962391594
health,situation,0.4956,0.13895412907616053
health,stark_relief,0.5208,0.12058119786269615
health,worker,0.3469,0.2014493464004553
gender_ethnicity,biological_being,0.3333,0.2451395575174457
right,behavior,0.566,0.1319648751729668
right,form,0.5495,0.13855577916189468
right,life,0.4335,0.19062342551741254
right,moral_decent,0.4876,0.1649930706344286
right,people,0.2959,0.2712612303977848
right,recognition,0.5495,0.13855577916189468
loss,comfort,0.4547,0.18845824834239447
loss,individual,0.6112,0.12204227682589905
loss,job,0.5041,0.16584663315562062
loss,people,0.5665,0.16465706513016815
moment,lesson,0.556,0.12281750600964161
moment,people,0.5444,0.17615299280169214
moment,value,0.6453,0.12037382731456348
experiment,mask,0.4914,0.16444893965176785
point,people,0.5188,0.15976966241937157
utopian_vision,living,0.5201,0.18797697355213835
difference,country,0.5135,0.13291924003921332
difference,group,0.5539,0.13213456080079802
difference,people,0.6074,0.14448530943257892
difference,role,0.5007,0.13200559374376836
contextual_cue,memory,0.5815,0.13364764526519063
research,people,0.3508,0.2730232720276006
research,stress,0.6282,0.12051709598520445
research,student,0.531,0.18411352900410682
research,teacher,0.5371,0.21519432569606525
epidemic,group,0.5566,0.13107374444432374
multiple_level,cultural,0.5303,0.12853759390766561
line,mask,0.5618,0.1340903276371393
master_sensitivity,context,0.4409,0.1822612623264797
value,education,0.5495,0.16384079884349437
value,encountered_tragedy,0.5099,0.18391880939409355
value,flexibility,0.2567,0.36478752794961816
value,isolation,0.5704,0.15375376480763514
value,life,0.2848,0.33779566171203224
value,overemphasized_success,0.5341,0.17149983482372136
value,people,0.1703,0.46983608709836083
value,relationship,0.6371,0.12383068209757897
value,sight,0.5341,0.17149983482372136
value,utility,0.5341,0.17149983482372136
value,year,0.543,0.12467972094236723
wear_mask,mask,0.5052,0.1581847647109158
reason,care,0.482,0.13583918007925153
reason,circumstance,0.5092,0.12596451141139717
reason,despair,0.5092,0.12596451141139717
reason,fidelity,0.4952,0.1309944622320459
reason,inherent_virtue,0.4453,0.14999931186159945
reason,people,0.1755,0.3083124369290491
reason,relative,0.6343,0.12596451141139717
reason,specie,0.5483,0.13565857601709366
reason,strength,0.4929,0.13181768720050155
evolution,crisis,0.5362,0.13841006144584092
ripple_effect,person,0.5345,0.12056277649606806
altruism,empathy,0.5091,0.20209168216259418
comparison,growing_inequity,0.5222,0.1230286463407366
germ,capacity,0.6165,0.13964036705252247
germ,example,0.5462,0.16962406940056493
world,baseline_pretty,0.5175,0.14212403568769363
world,china,0.5344,0.13528578177382838
world,community,0.4639,0.16540699227985087
world,consequence,0.4442,0.17458197115909843
world,country,0.4731,0.1612044065642961
world,event,0.4133,0.18988293394610573
world,fear,0.4958,0.15127032226546192
world,globe,0.5175,0.14212403568769363
world,individual,0.5675,0.1224442286746242
world,isolation,0.4928,0.1525609893288652
world,life,0.2639,0.2838881149904945
world,medium_run,0.5175,0.14212403568769363
world,people,0.0481,0.6267004261479322
world,prediction,0.5215,0.14050587586291416
world,problem,0.4248,0.1840359770429253
world,realization,0.5066,0.14666637810163252
world,society,0.2483,0.2965973014790218
world,state,0.4424,0.17546315534733808
meaning,domain,0.4965,0.14083019860109133
meaning,idea,0.4372,0.16525799417681655
meaning,life,0.2194,0.29180641754859044
meaning,pattern,0.5248,0.12966295940242675
meaning,perspective,0.5541,0.1341278498361639
meaning,privilege,0.4513,0.13654498341516214
death,people,0.4562,0.22728255935512026
fear,alienation,0.5568,0.1326461774529446
fear,distance,0.4082,0.20097944623323968
fear,education,0.4908,0.16055277301937898
fear,epistemic_agreement,0.4625,0.17365947055698497
fear,lack,0.417,0.19705348523460836
fear,people,0.4103,0.2579246138856856
fear,racism,0.4507,0.14583353809553448
fear,society,0.5753,0.12598302345001197
fear,terrible_shame,0.4527,0.1326461774529446
network,partner,0.6073,0.17549208674159125
network,people,0.4147,0.2547876219980363
network,security,0.3449,0.28634126803044335
clique,facebook,0.4037,0.20327691418925184
clique,medium,0.3592,0.18886374425730212
clique,times,0.4037,0.20327691418925184
clique,york,0.4037,0.20327691418925184
economist_calls,goal,0.4017,0.16603694384274684
economist_calls,situation,0.5108,0.13310580796509747
science,information,0.4184,0.19053917082875801
science,people,0.3414,0.23268507811589878
science,situation,0.4717,0.14850985879990097
science,suspicion,0.5377,0.15669905583888769
science,uncertainty,0.5796,0.14192052086037016
individual,community,0.3787,0.21924296526198336
individual,crisis,0.5445,0.13878079081672237
individual,group,0.1663,0.3949133300433415
individual,member,0.3504,0.23268773564382297
individual,people,0.3177,0.33171841201173197
individual,scaffolding,0.5188,0.12644909932773293
individual,society,0.5834,0.12278947223004848
ability,face,0.5567,0.14113776288670504
ability,inequality,0.557,0.12245392381442541
ability,life,0.3159,0.2659619448402414
ability,mind,0.4631,0.21678588733552123
ability,people,0.1766,0.5008497873948817
ability,self,0.2875,0.30253787192851844
ability,sort,0.4793,0.2219129013046284
ability,story,0.4255,0.19752590505473233
reflection,notion,0.4024,0.2219681669641526
reflection,people,0.4003,0.22315397132129272
reflection,perspective,0.5134,0.16745018774356535
reflection,state,0.5164,0.15949653038504055
xenophobia,country,0.3927,0.15946850161198073
xenophobia,group,0.3843,0.1628191986263977
life,activity,0.5905,0.12211387757480206
life,anxiety,0.575,0.12825595184547678
life,appreciation,0.5932,0.12107056322428397
life,balance,0.5134,0.15442189668767117
life,behavior,0.4111,0.2055516604946353
life,career,0.5097,0.15606113357966372
life,certainty,0.4346,0.19277155085839306
life,child,0.3592,0.23656919844716925
life,concern,0.5361,0.14444051411009193
life,consequence,0.3709,0.22918650200162985
life,contact,0.177,0.39811403178116533
life,country,0.5509,0.1381488555682428
life,culture,0.5164,0.1530640596539291
life,distancing,0.5727,0.12916879442731832
life,domain,0.5718,0.1295592376759595
life,effect,0.5936,0.12089320839425897
life,empathy,0.4757,0.1719818847392183
life,extent,0.2577,0.3125232695077484
life,fact,0.3763,0.22589614104825173
life,family,0.2418,0.3270854522469509
life,fragility,0.2645,0.3065923429147285
life,happiness,0.5754,0.128096037852466
life,idea,0.3339,0.2532863808615779
life,impact,0.4807,0.1695637371453293
life,inequality,0.4129,0.2045457622008097
life,insight,0.5897,0.1224474924512778
life,people,0.0585,0.817601554550833
life,person,0.498,0.17497898370388265
life,perspective,0.5259,0.14562184422084457
life,power,0.5702,0.16233135852633193
life,privilege,0.4715,0.12971541393561561
life,problem,0.4912,0.16651635868064027
life,question,0.4049,0.24781959867851713
life,relationship,0.6038,0.12650673771043164
life,resilience,0.4827,0.143215874358915
life,river,0.4456,0.22034189311780109
life,security,0.6279,0.13458639466007896
life,situation,0.5026,0.1362261367432779
life,slow_down,0.5056,0.16963041583728383
life,society,0.3613,0.23031307736918996
life,student,0.6293,0.13633054379496296
life,stuff,0.4016,0.19067682645653775
life,use,0.4547,0.18271002066850697
life,work,0.2413,0.3421955469546158
life,year,0.5304,0.12934579055705445
gift,gratitude_journal,0.4927,0.13142071350654347
gift,notice,0.4927,0.13142071350654347
gift,slow_down,0.3883,0.23098205304643396
isolation,consequence,0.5082,0.1570879311494005
isolation,country,0.4883,0.166078473258472
isolation,energy,0.575,0.1290536073835799
isolation,necessity,0.575,0.1290536073835799
isolation,people,0.4468,0.23326175772202026
isolation,technology,0.4987,0.14857724512823234
deriving_pleasure,self,0.5153,0.16334969859454423
hope,certainty,0.53,0.1323954818746488
hope,people,0.5572,0.1694580095327897
greatest_blessing,bird_flu,0.4037,0.1699649573367207
greatest_blessing,preparation,0.4105,0.15791374226224342
sight,overemphasized_success,0.4312,0.13474940390269052
sight,utility,0.4312,0.13474940390269052
fact,community,0.4035,0.19519404521258407
fact,people,0.3529,0.30141412421772934
fact,river,0.5114,0.18585791397400428
fact,use,0.5282,0.15015172729221543
fact,worker,0.5159,0.1278619457507034
phenomenon,group,0.561,0.12931677620688237
narrative,story,0.5604,0.13588953068180237
repercussion,child,0.2931,0.23951025667125375
repercussion,education,0.5228,0.13868937442510224
repercussion,parent,0.5005,0.14695970074462647
idea,crisis,0.5768,0.13977022549381987
idea,freedom,0.5734,0.14125367037974093
idea,institute,0.4673,0.15499853796603177
idea,living,0.6222,0.13755479543857302
idea,people,0.3128,0.3361647386009262
partner,communication,0.6117,0.17300865194850512
partner,concern,0.6301,0.16285704669286025
partner,couple,0.2719,0.4385670410015997
partner,doubt,0.7071,0.12297202286976841
partner,growth,0.6035,0.17764598014589583
partner,relationship,0.1549,0.45468706573474404
partner,stress,0.4334,0.21280775963431928
number,family,0.5613,0.13001254430902492
number,kin,0.514,0.14823091238205968
number,people,0.4335,0.2419896373234617
perspective,country,0.5317,0.1432119219888929
perspective,empathic_resonance,0.4769,0.1670753135458764
perspective,people,0.3179,0.2538930365273542
perspective,self,0.5295,0.15679201137253987
perspective,story,0.3215,0.25835908526064144
response,seminar,0.4464,0.14528722213692322
response,year,0.4943,0.14328900850550486
management,eye_contact,0.5425,0.1307764309746579
contact,certainty,0.5672,0.1284366823717868
contact,face,0.5032,0.16502928422180285
contact,mantra,0.5577,0.13214656821145446
contact,people,0.3954,0.2685662528204071
contact,person,0.5472,0.15202832793895749
contact,regular_basis,0.5577,0.13214656821145446
mechanism,crisis,0.5362,0.13841006144584092
self,component,0.4765,0.1822692259787503
self,family,0.5106,0.16556952740339392
self,mind,0.3372,0.26489409400510994
self,people,0.2497,0.3355281056948293
self,pleasure,0.574,0.13717572912365059
self,reflective_component,0.461,0.1902435629864503
self,sort,0.4734,0.22543885639937303
pleasure,credit,0.3003,0.23643640980545005
pleasure,fulfillment,0.5556,0.1205905995930439
pleasure,happiness,0.4346,0.16805325638001326
pleasure,people,0.4995,0.1413874037913116
pleasure,relative,0.5908,0.14504272809107255
balance,family,0.657,0.1252964865148562
balance,work,0.2107,0.37355629198154533
uncertainty,behavior,0.6299,0.12066727435859993
uncertainty,certainty,0.5741,0.14436459248314706
uncertainty,mindset,0.5558,0.15262891062644762
uncertainty,people,0.1848,0.4207750051406895
uncertainty,question,0.5451,0.1575643111835497
uncertainty,tentativeness,0.5791,0.14218093681447588
uncertainty,worker,0.513,0.12890008728904753
entertainment_business,solidarity,0.4939,0.14118229260570744
china,state,0.601,0.12351983363576091
china,suspicion,0.6188,0.12243941743611438
inequity,growing_inequity,0.4954,0.13241759917114848
hand,class,0.4612,0.19747121849009416
hand,education,0.472,0.19210241387482274
hand,people,0.5017,0.19979935614179306
hand,slow_down,0.5043,0.17022924136153128
relative,animal,0.3529,0.2790720160231788
relative,aristotle,0.5576,0.16047136839544246
relative,despair,0.4352,0.22547577277659644
relative,happiness,0.6136,0.13488014252427322
relative,job,0.5362,0.17086291134233883
relative,people,0.2283,0.3864794728028772
information,familiarity,0.556,0.13231365576926896
information,knowledge,0.4417,0.15425073627870592
information,lack,0.5671,0.13167539403681008
information,medium,0.5197,0.12293207295389576
information,money,0.4869,0.13971313665834778
information,news,0.4572,0.16637125903130848
information,people,0.4125,0.2563831337642646
rescue,technology,0.5603,0.12443917092793086
stark_relief,income,0.4792,0.13104179026484258
bar,kin,0.3797,0.2062900291902255
bar,relationship,0.5843,0.1346218149768461
kin,family,0.3906,0.20052263930704833
kin,house,0.5689,0.12218262672400045
kin,obstacle,0.5252,0.13903528668475232
kin,pay_attention,0.5689,0.12218262672400045
kin,people,0.4052,0.2614880553465762
kin,relationship,0.3649,0.2501531483459055
guidance,question,0.6463,0.1216570498408739
parent,child,0.2954,0.26466223144322226
resilience,anxiety,0.4659,0.14988670615216373
resilience,mental_health,0.3091,0.22582510716790816
resilience,people,0.3823,0.1868819068656905
resilience,problem,0.524,0.12757467309506634
resilience,stress,0.4401,0.2090599127999083
resilience,stressor,0.4921,0.1274963490759237
resilience,work,0.5854,0.13172847195476128
deindividuation,concern,0.5399,0.17468387215452075
deindividuation,eye_contact,0.1685,0.36152060403784797
deindividuation,face,0.4893,0.17163984704223811
deindividuation,people,0.4756,0.21524728708175692
empathic_cognition,empathic_resonance,0.5151,0.14187480197096528
anxiety,mental_health,0.3245,0.23324519029518329
anxiety,paper,0.4605,0.14122983991763688
anxiety,people,0.5408,0.17805834554085703
anxiety,problem,0.5314,0.1484712957307161
anxiety,study,0.5343,0.12301979586355422
gratitude,concert,0.3823,0.2083071977372961
gratitude,disaster,0.4501,0.1749295650813795
process,people,0.5218,0.1610209164064137
animal,people,0.5832,0.15624646747278398
mexico,suspicion,0.5868,0.1354636741883195
lack,people,0.5515,0.17240095500279998
priority,activity,0.5085,0.15288025319531698
priority,unavoidable_limitation,0.4255,0.12831675160670664
biological_being,prejudice,0.4658,0.19804444805101049
river,use,0.3455,0.23994931668610683
government,alternative,0.2637,0.34297850512857697
government,care,0.5589,0.1523777439722093
government,community,0.3743,0.25495643177136074
government,confidence,0.6276,0.12236388862050467
government,country,0.4749,0.19429431983131057
government,effect,0.4931,0.18465412775806933
government,faith,0.6218,0.12477064126406859
government,force,0.5413,0.16063919476012825
government,guy,0.4475,0.20561032934309867
government,humanity,0.5396,0.14438061433755509
government,people,0.2203,0.43714264050884405
government,policy,0.5618,0.1386042398402811
government,rather_than,0.4605,0.1845749864034813
government,realization,0.5207,0.1299163521977458
government,society,0.3278,0.25199925833505316
brink,despair,0.5144,0.17486851729605946
brink,job,0.6266,0.13251332326922236
brink,people,0.5999,0.14806740434907037
community,behavior,0.4612,0.19231994153212173
community,buffering_effect,0.5316,0.15738954712905182
community,country,0.4856,0.15665804828299204
community,event,0.4988,0.13370647174377442
community,faith,0.564,0.12161845877800015
community,group,0.518,0.14703000108577946
community,guy,0.4694,0.19428048104446707
community,help,0.5671,0.15707194952401335
community,people,0.0761,0.7421373207149021
community,practice,0.4071,0.18777269704431301
community,rather_than,0.5572,0.14066127141843224
community,role,0.4406,0.15553678890961314
community,society,0.399,0.20821338861750405
community,stress,0.3419,0.26999762937843486
security,certainty,0.5954,0.1489863872754634
security,freedom,0.4041,0.24843856481079057
ignorance,petty_ideologie,0.3725,0.22203789371259516
lesson,culture,0.4864,0.1629626830972664
lesson,extent,0.4313,0.18872839006989106
lesson,history,0.5684,0.12895786591302208
lesson,order,0.3808,0.17584553658357874
sanctity,state,0.586,0.12956059917816662
country,child,0.5164,0.14346444234682815
country,group,0.262,0.29698276179901584
country,inequality,0.4568,0.16331705683688152
country,people,0.1832,0.49023751810145416
country,problem,0.5014,0.16180677790774634
country,realization,0.3776,0.1900640006332852
country,society,0.5607,0.1317783000523268
country,technology,0.3155,0.24085943439402524
york,facebook,0.4037,0.20327691418925184
york,medium,0.4337,0.18886374425730212
york,times,0.4037,0.20327691418925184
terrible_shame,distance,0.3988,0.14938801103208646
nation,growing_inequity,0.4039,0.20063311483207566
nation,national_identity,0.5733,0.1323477992210676
nation,preventive_behavior,0.5733,0.1323477992210676
nation,state,0.4902,0.17174008637510418
nation,suffering,0.5554,0.16848512149234116
nation,war,0.579,0.14232741715605643
racism,group,0.5027,0.1275359059319344
racism,video,0.5671,0.1386867123952145
globalization,disparity,0.4715,0.236727873221132
globalization,likelihood,0.4997,0.13525617348589294
globalization,wealth,0.3288,0.2129495911497689
stress,behavior,0.5867,0.1377842806242541
stress,couple,0.174,0.42572471053968
stress,mental_health,0.5164,0.16967970948610597
stress,people,0.5047,0.17536949728489928
stress,relationship,0.3879,0.23974207051045673
stress,stressor,0.3363,0.184452375590312
crisis,behavior,0.4911,0.15758104396926398
crisis,control,0.5772,0.12224958817580434
crisis,couple,0.5827,0.12015842495226159
crisis,domain,0.424,0.1508411424200721
crisis,group,0.4247,0.1909796636756634
crisis,habit,0.5058,0.17497553227524673
crisis,habit_driven,0.3815,0.1991099221304213
crisis,history,0.1763,0.36499011756131206
crisis,order,0.4715,0.1381295832968787
crisis,people,0.3254,0.3247856283931521
crisis,specie,0.3777,0.21576359148269053
wearing_masks,people,0.4977,0.15073192056931226
wearing_masks,welfare,0.5915,0.16554247871780242
option,education,0.4565,0.16207999384388666
job,despair,0.2864,0.33259023688756173
job,people,0.248,0.4031333943517732
solidarity,assistance,0.4361,0.16517571914536627
solidarity,astronomy,0.4939,0.14118229260570744
solidarity,conferencing,0.4197,0.17248136341264794
solidarity,empathy,0.4621,0.1540439896982863
solidarity,manufacturing_businesses,0.4939,0.14118229260570744
solidarity,people,0.2374,0.2784951918604546
solidarity,polarization,0.5023,0.1378952530155869
solidarity,society,0.4225,0.1712109900656627
couple,concern,0.6418,0.14173965596768515
couple,ethnic_minority,0.6808,0.12327258400432682
couple,group,0.5754,0.12368610581755557
couple,relationship,0.1395,0.47918256320536673
scaffolding,inequality,0.501,0.13271648104219314
tentativeness,question,0.4053,0.2085691292941315
video,impact,0.5214,0.1576427601458269
video,people,0.3398,0.24815221875259122
course,people,0.4258,0.24716620567796574
fragility,certainty,0.5563,0.15751528540960352
family,distancing,0.3492,0.30572594616262755
family,happiness,0.2298,0.32692899303962547
family,people,0.3199,0.3296874471474762
family,relationship,0.2124,0.38015604408688236
family,work,0.4592,0.1903416787985726
distance,alienation,0.4792,0.14938801103208646
distance,people,0.59,0.1528712249479021
classroom,education,0.4658,0.19730574897189349
classroom,internet,0.5294,0.1510580388113323
confidence,rule,0.4584,0.12056212948034827
order,culture,0.4294,0.15474265447172356
order,example,0.439,0.15080257929886448
order,extent,0.4304,0.1543221751453449
order,familiarity,0.4951,0.12944531789361197
order,medium,0.5211,0.1202671120400988
order,people,0.5169,0.1911781560963324
internet_platform,technology,0.5603,0.12443917092793086
democracy,character,0.5194,0.17032993578161815
democracy,state,0.4768,0.17824538385303487
define_rule,role,0.3869,0.17911683570152778
liberty,child,0.4394,0.16290167123763996
liberty,education,0.3834,0.18403187312149008
field,polarization,0.4501,0.1706868414674789
courage,empathy,0.6417,0.13421783487578443
courage,leader,0.5393,0.12564800252767408
courage,manager,0.3309,0.24622115496923636
growing_inequity,suffering,0.4405,0.22239992937106384
growing_inequity,unifying_theme,0.4954,0.13241759917114848
gratitude_journal,notice,0.4927,0.13142071350654347
gratitude_journal,slow_down,0.3883,0.23098205304643396
mind,people,0.3663,0.2906813230672952
mind,question,0.6134,0.13595813772092916
mind,sort,0.4573,0.23522919985384863
eye_contact,affect,0.4399,0.1739644172029327
eye_contact,consequence,0.4995,0.14789813182575384
eye_contact,expression,0.4673,0.16162962396161026
eye_contact,face,0.5037,0.16482039677689958
eye_contact,involving_moment,0.5425,0.1307764309746579
eye_contact,mask,0.4691,0.17489366406919155
eye_contact,people,0.5282,0.18491475880357103
preventive_behavior,national_identity,0.2939,0.26204813462284704
progress,suspicion,0.6046,0.12812879316376288
minority,group,0.5068,0.15187053808319653
student,career,0.3721,0.28047259691406484
student,summer,0.5012,0.124500596012956
student,teacher,0.484,0.24710443774979893
care,fidelity,0.4448,0.12612134133198033
care,future,0.3646,0.17979872506298478
care,people,0.4063,0.2607213954663255
care,public,0.4764,0.1232294408647743
care,specie,0.4582,0.17461975749492953
care,suspicion,0.5731,0.14123664234532549
care,worker,0.4868,0.13876199150604057
guy,people,0.4,0.265254842847678
guy,rather_than,0.3797,0.22811460568576547
guy,society,0.4947,0.1599996392049102
business,workplace,0.4968,0.16181169009348384
flexibility,goal,0.4815,0.13413867281323325
flexibility,people,0.5667,0.16457330322751584
flexibility,seminar,0.4464,0.14528722213692322
flexibility,workplace,0.4486,0.18386828515187875
flexibility,year,0.5218,0.13257197847021324
concern,mask,0.5533,0.1375795475346617
concern,people,0.451,0.23054556347965272
condition,people,0.5819,0.15687552706653626
effect,child,0.4782,0.16892337691193027
effect,force,0.522,0.16579239042632635
effect,humanity,0.5285,0.14901224584690315
effect,note,0.508,0.124953483609347
effect,people,0.2502,0.4006072908538946
effect,society,0.4224,0.19545260335194134
memory,meeting,0.3838,0.22673494679674874
memory,prediction,0.4604,0.2449101873096205
memory,relation,0.6079,0.12245509365481025
role,authority,0.4361,0.15740583558565036
role,context,0.4295,0.16016912189762544
role,grassroots_organizations,0.3869,0.17911683570152778
role,group,0.4664,0.14510218431211758
bird_flu,preparation,0.4105,0.15791374226224342
event,goal,0.4911,0.13062083077528644
event,lockdown,0.4724,0.14652662521360507
event,people,0.4726,0.21702718514956693
form,moral_decent,0.4139,0.1649930706344286
form,recognition,0.459,0.13855577916189468
communication,face,0.4938,0.16947369895470304
communication,people,0.3757,0.2833678448368038
habit_driven,history,0.5887,0.12282703634773418
understanding,people,0.4486,0.1835531606490904
sort,living,0.6176,0.14846597864497654
sort,people,0.2087,0.44211498570918845
poverty,cause,0.405,0.25572336403157037
poverty,inequality,0.6777,0.12431264581739146
apparent_gain,structure,0.5292,0.13511686258059039
story,hero,0.5354,0.1462599641675506
story,people,0.5909,0.123847600031152
evaluation,context,0.4529,0.1571084104682598
expression,affect,0.4558,0.18392321156275285
expression,mask,0.5271,0.14858871120839967
disease,group,0.243,0.31341325683680094
disease,people,0.3841,0.2769845976311444
discourse,living,0.1314,0.5488649701575179
extent,context,0.5247,0.13432297447453428
extent,culture,0.5027,0.14301617323757643
extent,inequality,0.3489,0.21822942617671803
extent,originally_thought,0.3761,0.17287198708476437
slow_down,notice,0.3883,0.23098205304643396
facebook,medium,0.3592,0.18886374425730212
facebook,times,0.4037,0.20327691418925184
group,belief,0.578,0.12269385322585544
