RecordingDate,Name,Gender,Location,Field,Q1,Q2,Q3,Q4,Q5
21-Jul-20,Kenrick,Male,North America,SC,"You're probably going to see an increase in relationships between kin because those are the people now that we're spending more time with. We're concentrating on a smaller number, instead of hanging out at bars with 50 people, we're now hanging out with smaller groups with people and the easiest people to hang out with are your kin because we feel most comfortable around them, we see them most frequently. Tighter family relationships would be the most positive outcome of this.","In North America, there's this tendency to think you've got to stand on your own, you've got to be separate, people move out of their home, even when they don't need to, when not getting married, they'll move out of a perfectly large house with five bedrooms, and they're the only person living there because they need to be separate. And so I think there's a force in our society that says you need to separate yourself, but I think that's sort of the one obstacle is that look, it's okay to be friends with your kin. You can trust your kin and it keeps the network of potential infections smaller. So again, I think people will do it naturally. And the only wisdom would be, don't pay attention to your cultural value that you should separate yourself from your family.","There’s going to be more aversion towards outsiders. When people are concerned about disease, they're especially likely to want to distance themselves from people, from foreign places, and that's particularly true of foreign places that they're not familiar with. Americans and Canadians will probably get over the border between us. But people from strange exotic places are going to experience more prejudice by people from other places. And so I think there's going to be more ethnocentrism, not necessarily ethnic, but kind of, geocentric, there's going to be more geocentrism. We're going to like the people around us and be averse to hanging out with people from faraway foreign places.","I think that you're going to have to be considerate about who are the people that you're interacting with. It is going to be automatic wisdom: once you become familiar with somebody, they're no longer a foreigner. You know, they're sort of a member of our ancestors. You had people come in occasionally from other villages, most typically, a guy would marry a woman from another village. At first, she'd probably get excluded, but then eventually she became a familiar face, she became part of the group. And I think that, if you're an outsider and you want to be accepted, don't necessarily push too quickly, just become familiar, say hi from a distance. Let people get to be familiar with your face, and who you are and recognize you as a part of the neighborhood and then eventually you will be a part of the neighborhood.","My advice is that, not to be too panicked about it. We've been through this before, and just stay relaxed, enjoy the time to contemplate, not being so overwhelmed by crowds of people. I guess what I would be thinking about is to what extent can I get into things like media outreach, there's going to be a lot more online learning, there should be opportunities that open up in terms of technological communication between people. And if I were young and had a job as a waiter or waitress, I'd be trying to learn some of that stuff. So that I can be ready for the for the future, we're never probably going to stop interacting online the way we are now because it's so convenient. Learn about these things, learn about this technology, because there's going to be some money in it. "
22-Jul-20,Osin,Male,Non-North America,Non-SC,"The most important positive change is concerning the ways we communicate and cooperate when we strive towards common goals. During this lockdown, we have learned to be more flexible and more efficient, and many work events and activities that were thought of as quite indispensable, are now appearing less necessary and they can be more easily organized online. We have also learned to be more tolerant of one another to accept the unavoidable limitations in ourselves, in our colleagues, in our significant others, and being reminded that our powers are limited. That life itself is limited, can help us to become more mindful of our priorities, and to be more aware of where we choose to invest our time.","We need to remember that life is about changing and growing as we deal with adversity. And we cannot really step twice in the same river, this pandemic is bringing about some lasting changes. And once it's over, life will not be the same as we had before. The best we can do is not to struggle with this fact but to embrace it and learn how we can make best use of this change. ","This pandemic is a real threat, which reminds us of our mortality. And this is something many people might not be quite prepared for. Research shows that when we are faced with a threat of death, or with some greater uncertainty, we might stop thinking critically and we might start behaving in more irrational ways. This pandemic might encourage further growth of black and white thinking, conspiracy theories, prejudice and social antagonism. ","What we need now is mindfulness to help us cope with our anxieties and to start taking our threats and problems for what they are instead of explaining them away. Instead of feeling upset, or sorry for ourselves, because we are not living in an ideal world, we can accept the complexity of life and of other people. Life can be ugly, terrifying and awful. But it can also be beautiful and amazing. And by acknowledging the bad stuff, we can start truly appreciating the great many positive things that are also happening each day. As the Dalai Lama says ""if in the morning you wake up and you’re alive, this is already so much to be grateful for"". And this pandemic reminds us of this simple wisdom. ","Let's treasure and let's appreciate the things that really nourish us, our relationships, our friends, our families, our enthusiasm at work and our sweet moments of idleness. There's time for great deeds and there's time for Netflix and chill. So being friendly, open and compassionate to ourselves can help us become more open and compassionate to others and in the end, to get through this challenging times."
30-Jul-20,Chao,Female,Non-North America,SC,"What we observe is that people have started reaching out to family and friends that they have not been in touch with for a long time. And so people might feel a stronger sense of connectedness. This observation is also consistent with some recent research findings showing that compared with before the pandemic, people during this pandemic actually feel more connected with the community. They also found that a stronger sense of community is associated with the ability to buffer them against experience of the stress. During the early stage of the pandemic, there were concerned that people might feel more isolated, they feel lonelier as a result of social distancing and social isolation. What some study have shown is that people actually acquire resilience during this pandemic, psychologically, and there were no drastic change in terms of people's experience of loneliness. If anything, people have a stronger sense of community connectedness with other people. That would be the potential positive change in terms of interpersonal domain. In terms of work domain, one observation is that in the past, usually we relied a lot on routine. And routines are something that are often unquestioned and unquestionable. People are just doing what they're doing, because that's how things have been; that's how things are like. We don't really ask questions about that. But with a pandemic, and with the change in work mode, people started asking questions like, is this essential? Is this necessary? Is this really a must? Is this travel a requirement? Do we have to travel to get this work done? People started asking questions that they might not have even considered asking before. And it helps to streamline some work processes. And some people actually found that to be more efficient in helping them to finish to get the work done. ","We need to accept the possibility that there is and will be a lot of uncertainty, we need to be able to adjust and adapt very quickly. Early on, there was still the feeling among people, that we're waiting for things to get back to normal. But what a lot of people started thinking and come to realize is that things might not get back to how it used to be. And people start to think about the possibility that there might be what some call a “new normal,” that we need to adapt and adjust to. At this time, with so much uncertainty about how things will unfold, what will happen, being able to be open to the possibility that there are uncertainties that we need to deal with is something important. Naturally, people want to have some sense of certainty. It feels like at this time of change, an important part of our mindset is to adjust and adapt, is to accept the fact that there could be a lot of uncertainties and that we need to handle and try to able to be adapted to deal with. ","The most salient one is about the possibility that this pandemic is actually exaggerating initial inequality in a community. We talk about positive changes that in order to benefit from the positive change, people need to be able to adapt and adjust very quickly to the changing situations, to the changing requirement of work or school. And in order to adapt and adjust what would be needed? It would be access to resources. So, if you have more resources, you might be better able to adjust and adapt. But if you have limited resources, it makes it difficult. For example, from the standpoint of schools, when the children can no longer attend school in person, some schools that have more resources are able to adjust and change very quickly they started offering classes online, whereas for other schools, they might not have the technical support and resources to do that to offer classes online. Then what happens to the students? And even if the school were able to offer online classes, are the children able to attend those online classes? It depends on the amount to current resources that they have access to. And adding to the complexity is that when parents no longer have work, or they might be working from home, this all tie into access to resources. People are talking about how this pandemic is exaggerating the initial inequality that the societies have. Whereas people who have more resources are more able in adapting to the changes, and people who have limited resources would be disadvantaged further, because of this rapid change. In addition to that, other layers of negative impact can also be psychological. Though we talk about positive change where people have a stronger sense of community, at the same time, we also see that there are people experiencing distress.","An important first step is the sense of awareness. We need to be aware of the fact that although some of us might be adapting and adjusting comfortably to these changes, there are people who are struggling when trying to adapt. It could be because they might have limited access to resources, they might have limited support in doing it. While some of us might be adapting comfortably, it might also be important to look around and see whether there are people that we can help and support and, of course, in an ideal world, on a community level, I think it's also important for a community as a whole, to be a community leader, be aware of the needs of people who might potentially be in need of additional support. And I think on the part of individuals, I think that it's also important to reach out for support when one needs it. ","We need to accept the possibility that things might not change back to how it used to be, there is potentially a “new normal” that we need to adapt and adjust to. We need to accept the fact that there could be a lot of uncertainty that we need to deal with and handle. Things might change so quickly; change by the day or by the minute or by the hour. And so we need to be able to adjust and adapt. And I think it's important to be aware of the fact that while some of us might be benefiting from the positive change, there are others who might be struggling in trying to adapt and adjust. It might be also a good time to reflect on how we might be able to contribute in helping not just ourselves to adjust and adapt, but help the community as a whole."
12-Sep-20,Gross,Male,North America,Non-SC,"One of the things that pandemic has done is to really shake up our patterns of work, social interaction, and leisure. Often, these are painful and difficult changes. But out of this chaos, and this alteration in our habitual modes of existence, and in these different domains, I think there are opportunities for really re-evaluating what gives us joy and meaning in our lives. And if we are able to take stock in what we've found has changed, that's actually led to greater sense of meaning and joy, I think there's opportunity for gain at the individual level. At a societal level, too, I think there are opportunities for benefit. In one place that we might see benefit, or something positive coming from this very difficult time is an appreciation, greater appreciation of the need for collaboration at transnational levels. This has always been a tension between the national and the transnational ever since the innovation of the nation state. And it's been very difficult for us to remember the importance of collaborative activity across nations and across cultures. And I think this is an opportunity to see that there are threats, many threats that we face as a species that really are best addressed at this collective level.  ","At the level of the individual, in and amidst the pain and difficulty of disruption, I think we need the wisdom to find the places where our behavior pattern changes have actually led to increase pleasure and joy and contact and meaning of what sources are of great value to us. And it's difficult, because I think we, as we live our lives, have many ideas or models for the kind of life we must lead or should lead. And I think having the wisdom to have a fresh perspective, and to attend to places where our long-standing images of how our lives should be led, or really at variance with what is giving us joy and pleasure and meaning. I think that if we can have that wisdom, we can build new patterns of living, that will be more satisfying for many more of us. At the level of the society, I think the wisdom that we'll need for capitalizing on this positive change potential is really just working against the many forces that push decision-making and power to the national level. So, I think, resisting those forces and maintaining a long-term view of the importance of transnational collaboration will be crucial.  ","I think the unifying theme there is probably the growing inequity. We are, as is well understood, are experiencing growing inequity in distribution of resources, across nations and cultures, and certainly within any given nation. And that represents, I think, a tremendous source of suffering, because so much of our sense of wellbeing derives from a comparison of how we're doing to how others are doing. And the greater the inequity, the greater the suffering.  ",We're looking to have individual and societal level structures that can support and sustain efforts to increase equity. And this is the classic trade off - intertemporal choice between short term apparent gain and long term much larger gain. And I think structures and practices that support a longer-term perspective with the appreciation of the greater equity will bring greater happiness for all of us are really going to be necessary to overcome this negative societal change.,"One of the places it's important to focus on is the emotions that we each have, as we encounter changes in our lives, loss for many of us, of health, even of life of loved ones. Certainly, loss of things that we care about. Sometimes you're replaceable, lost years of school, lost years of training, lost years or childhood, lost years of interaction with others. And I think being aware of those losses, is an important step to understanding that these negative emotions that are rightly generated are not destiny. We can, in fact, find ways to manage or regulate our emotions in productive ways, decreasing negative emotions through attentional practices and forms of cognitive regulation. And we can also increase positive emotions by finding joy and meaning in our interactions with others and in our pursuit of highly valued goals. "
14-Sep-20,Inayatullah,Male,Non-North America,Non-SC,"I have been running workshops and seminars with dozens of groups on their responses. And there's two things they tell me: one is workplace flexibility, second—wellbeing. Everyone says this is the part irrespective of what happens the next 10 years they wish to keep. ","The most important perspective, approach, is developing trust. In a world where trust is in deficit, you want to make trust your asset, and increase it, enhance it, demonstrate it and create it. ","I think it would be based on fear. The fear leads to a lack of epistemic agreement on what is real. And there's the rise of conspiracy theories, which lead to a rise of, I would say, deep racism throughout the world. So that would be the most negative thing I can see going on right now. ","So there's two aspects. One is really, you might say, new humanism. Which is, we don't see the world from our own ego, or nation state or our tribe, but the entire planet with Gaia, to its nature plus planet, and this is a practice we try to do every day. The second of that, of course, is solid science. We want this ethical, almost spiritual perspective, with solid science. Putting those two together, they become pathways forward. ","Certainly, in our scenario work we've done is, when it's difficult to find meaning and purpose in it. If you know Victor Frankl's work, those in extremely difficult situations, they do better when they have purpose. So we have one scenario called the Great Pause. If you're stuck and you can't get out, it's pausing, slowing down, breathing. Of course, finding a metaphor, or narrative in which this makes sense. You might feel like it was a prison, but you transform it to “here's my time for inner reflection.” So, you want to find a way to transform your current situation so that is purposeful. You find a way to find a metaphor that gives meaning. And then once the pause ends you have more energy to create the future you want. "
17-Sep-20,Passig,Male,Non-North America,Non-SC,"Most of the people think this is the end of the pandemic, in about a couple months, we're going to have a vaccine or something like that. But actually, we are just at the very initial stage of a very long crisis that might take between three to five years. But we know from previous kind of pandemics, that at the beginning, people tend to lose confidence in their leaders, they tend to be very aggressive towards other groups. And they tend to be melancholic about almost anything in their surrounding. But about 5 to 10 years after such a crisis, we know that people regain confidence, they are trying to restart the new thinking about their social paradigms.One of those consequences is that people will be much attentive to understand how connected we are as a species.They will understand how we are in a kind of symbiosis with each other, we are not just, you know, affiliated. Those kind of terms, affiliation, be part of a group or sharing will be probably old terms of understanding how we connect with each other. Our connections are much, much deeper, they go through very deep layers of existence and that consciousness will be a much more spread across very different kinds of social groups. ","There is an idea in quantum physics that says that particles are entangled with some other particles. The entanglement idea is that for each particle in this universe, there are other particles that are kind of connected in a symbiotic way. And whenever you do something on one particle, the other particle that is far away in different place in the universe is reacting as if you were acting on him or only it specifically. So the idea of entanglement is probably one of the sources of this social consciousness that is going to develop, the more we enter the 21st century. So if you wish, this is something which is fascinating if we are to experience it. What happened in the last century was a similar process. After the Spanish flu, we started developing that idea of globalization. And that was the main idea of the 20th century. And we achieved a lot of thing because of that paradigm: Combining forces, combining entities, combining nations, etc, in order to multiply a force of unity. But globalization is primitive stage of understanding how we are connected.The globalization paradigm is based on a voluntarily kind of set of mindset. If I want to be part of a group of, let's say, institutes or nations, then it's my decision to make. If I decide that it's not doing me any good, then I retreat and that's it. But that's not a paradigm that can avoid such a crisis. The World Health Organization was based exactly upon that idea that it's voluntarily kind of Institute and it didn't have any authority to influence the nations to act upon their guidelines. So we will be able to develop new institutes in the 21st century that will reflect the idea that we are really connected in a symbiotic way. And in those institutes, we will be given the authority to bring their decisions and their suggestions into play. Even though nations and other cultures will not accept those decisions, we will be giving them a lot of power to be able to institute their ideas. It looks and it sounds horrible, to say at this point, because we're not exactly attuned to an international institute that will force the local and the national entities to do whatever they want. Even though we have been trying to do this in the last century, but we are moving towards the next stage of the development of that paradigm. ","In the short term, which is in the next 5-10 years, we're going to see hate crimes skyrocketing. We are going to see unusual leadership that is going to take over a democracy.We're going to see leaders that are self-confident, that they will be able to do things that others are not able to do and we're going to see some characters that are going to be very colorful in the leadership area worldwide in different places, specifically in democracies.","We are a species that is evolving. And fortunately one of the mechanisms of evolution is a pandemic, and then generally speaking, the crises. And we have to be very patient to see how we evolve. Because evolving is not an easy process to go through. Most of the time, it hurts. Most of the time, people are not willing to change and to be very creative in new ways in order to survive. We need patience to go through these times, but humanity is evolving, and thank God, we have a crisis that is hitting us in the head to awake from previous ideas. ","If we are to learn something from the past and from previous pandemics, we know that whoever was organized in a very tight communities, and has a greater change chance to go in those times without the significant byproducts, because communal organization is something that can provide for the very individual person, provide the psychological umbrella, and financial assistance in times that person and individual needs that assistance. The national entities and institutions in those kinds of times have hard time understanding the genuine needs of individuals, and they have hard time acting as fast as possible in order to address those needs in an immediate way. The only organizational entities that are able to act very fast and really be attentive to genuine needs are our communities. And whoever is not part of the community, this is the time to be part of the community. And by community, I mean any type of community. But that community needs to be constantly in contact with each other and with the group. We have technologies, it's much easier to do. "
18-Sep-20,Renn,Male,Non-North America,Non-SC,"There are three major changes that I can foresee as part of the consequences of the pandemic. Number one is that people feel that our societies are more vulnerable than they thought before. And then we need to invest more in societal resilience. Second, is a belief that a lot of people now have the feeling that much of what they've done in the past, like going to conferences, using a lot of airplanes, or doing a lot of traveling is not really necessary, when you look at the possibilities that virtual reality can actually offer to you, specifically in terms of conferencing services. And number three, I can also see that some people, not all of them, are now questioning our patterns of consumption, that they feel now that things like health and like harmony with family and solidarity are so important, that many of the other things that they have strived for, like more income or more consumption, is not as important for having a happy life. So those are the three major implications that I can see coming from the pandemic. ","There are three aspects that I would like to mention. The first one is people feel that they have the capacity to deal with major constraints and major challenges. That's not true for all people, that's very clear, but for many. The second, I think, what we can capitalize on, is the large amount of solidarity and assistance that has been given to those who needed it the most. And at least for my country, Germany, I can see that around 70% of the population has said in recent polls, that they felt that there is more coherence, more empathy among the people with respect to the coronavirus and its impact on human health. And that this kind of increased empathy is also something that have experienced themselves, or they have given it to others. Secondly, I think that the capacity to cope with the situations that are not as easy as the ones that they had faced before, and that they now are more resourceful in terms of dealing with these kinds of challenges. And thirdly, I think there is a capacity also, to endure, even our strict measures, if people feel that that is absolutely necessary, and that it's fair. So those two conditions are very important. They need to be seen as necessary, but also as fair, so that nobody is more to an advantage than somebody else.  ","Looking into the German situation, I can see that the pandemic has also increased the polarization in society and polarization in two different fields. One is that we have more violations of equity, so that people are very differently affected by the pandemic, and specifically, the poor and the less educated, less skilled, have much more to suffer than the other ones. And secondly, I think that we have seen a polarization in political views that several groups in society feel very much estranged from the political sphere. They may not feel the solidarity, but rather feel that they have been obliged to do things that they don't want to do, and that have radicalized, at least some of the people on the far left or the far right, but also in different other areas of society.  ","The first important element is that we keep on communicating with those that feel estranged or that feel alienated from the measures that they feel are repressive or even anti-democratic. And there are quite a few people that have had very hard consequences to suffer as specifically people in the manufacturing businesses partially and the entertainment business specifically, but also in all kinds of leisurely activities like astronomy, or conferencing or others where a lot of people meet. And I think it's very important that the solidarity that we have developed already, then extends to these kinds of people that suffer the most. And I think the second point is that in addition to communication, and to really given assistance to those that suffer most, we need to continue on this feeling of solidarity, and provide a political climate in which this kind of empathy and solidarity becomes a much more significant part of our social life.  ","In Germany, we have basically three different groups of people. One third went fairly well through the pandemic, because they were in a job position that was absolutely secured, and they could use home office for all the things that they need to do. So, they were in a very comfortable position. There's another third of population that coped well, but they had a harder time with it. There're, for example, small kids to take care of at the same time, or they could do only partially home office, or they were partially laid off from work, but then could be returned. So, all these people that gone through hardship, but coped with it very well. And then we have a little less than a third, that really suffered a lot and are still suffering. And I think the most important part is make sure that this last third that has suffered the most, will not bear all the costs of the pandemic. And that's something where we are all obliged to fight to programs to help them to give them financial aid, but also to give them the needed resources so that they can also feel more empowered to help themselves. "
22-Sep-20,Modis,Male,Non-North America,Non-SC,"For the first question, in which aspects of social life we might observe the most significant positive change? My answer is: the work environment. Working from home has proven far more feasible than originally thought. And it's here to stay, to a large extent anyway.","For the second question, the kind of wisdom people will need in order to work from home. My answer is familiarity with computers, teleconferencing, social media, and information technology in general. ","For the third question, which aspects of social life we might observe the most negative change? My answer is, again, the work environment. And I'm not being witty here. I mean it, because working from home has considerable negative aspects to it, as some of you have found out. There's an ancient Greek saying “There's nothing bad without something good in it.” And a modern Greek philosopher enhanced this saying by adding “and good and bad always come in the same amount.” One needs to ponder this for a while to fully appreciate this validity.  ","For the fourth question, what kind of wisdom people will need to deal with the negative aspects of working from home? My answer is: personal development in the direction of peace of mind, tolerance, internal calmness, with such activities as meditation, yoga, physical exercises, and even praying, depending on one's predilection. ","For the fifth question, which piece of advice is important to give people now to help them make it to the pandemic, my answer is  - try to live in the present and stop putting all his or her hopes on the vaccine. The vaccine may well come someday, and if not, effective meditation will certainly be eventually developed. But by that time, society will have proven that they can handle the virus. The vaccine, or the effective meditation was put on in the final touches on the society's winning the battle against COVID-19. "
24-Sep-20,Christakis,Male,North America,SC,"What the pandemic is doing is exploiting some very deep and fundamental aspects of human nature. We humans evolved to live in groups in very particular ways. And in some ways, you could even argue that the spread of germs is the price we pay for the spread of ideas. In other words, I come near you in order to benefit from the opportunity for social learning, and teaching, or we assemble ourselves in groups in order to be able to cooperate, for example, and achieve benefits as a group we couldn't as individuals. And these contagious pathogens have evolved to take into account the kind of network structure that we have, and the kind of social behaviors that we manifest. So if we didn't live socially, there'd be no opportunity for the germ to spread from me to you. These germs that we're facing, the pandemic we're facing right now, is exploiting that and attacking us, if you think about it, at our most fundamental humanity, at the fact that we are living as social animals. And ironically, therefore, in order to combat the pathogen, we have to abandon a whole set of behaviors that ordinarily are very normal to us, like spending time with our friends, or touching each other, consoling each other physically, for example, living socially in general. So we have to spread physically apart. But there are some things that the germ does not take away from us that are equally social and important and that we can use to combat the pathogen. And one of those things is that we can band together, to work together, to stay physically apart, for example. And another example is that we benefit from our capacity for cumulative culture, we benefit from the capacity that we have over millennia acquired information which we transmit about how to deal with pandemics. You don't need to reinvent the wheel, we don't need to needlessly die. Because we're rediscovering how to deal with a deadly germ, we can open up a book, or look online or consult an expert, all of those activities, opening up a book looking online consulting an expert, our social learning, and teaching and that is a key fundamental aspect of our species. What the epidemic is highlighted, the positive things that it's highlighted, is this kind of banding together and helping each other by a teaching. One example of that is also our very capacity to develop drugs and vaccines to develop pharmaceutical interventions to fight this germ, which other animals can’t do. And that's another wonderful quality that we have.","I'm dispositionally a very optimistic person. And I have a very optimistic perspective on our species. I think we're pretty remarkable species. And in ""Blueprint: The evolutionary origins of a good society"" , the title says its all. I think we evolved to have a good society with very wonderful qualities. I would say that the epidemic has highlighted our ability to collaborate to work together. And, and we evolved to do this thing, and we do it typically when we're threatened. And here, we're threatened by a pathogen. I think that survival instinct is important, but in addition to that I think our kind of goodwill. Now, I should say, because some people listening to this will rightly observe that, in times of deadly pandemics, people can also be horribly violent and brutal and cruel to each other. We have many examples of this, during the outbreaks of bubonic plague in Medieval Europe, during a smallpox outbreaks, that of course, when the when the Conquistadores and the other settlers of the of the New World, you know, brought smallpox here, it decimated the native populations. We know of many examples of people that act abysmally, when there's catastrophes, there's no doubt about that. And I don't want to be seen as minimizing that, but equally, we are prone to these wonderful qualities. And generally, I would argue, that the benefits of a connected life outweigh the costs. There is more good in human beings than there is bad, at least that's my belief.","Many people have highlighted things like increasing loneliness, and which is true. And many children being out of school will experience adverse childhood events.  There's an epidemic of this even in the United States right now, of children whose parents get divorced or die, or live in poverty, many of our children are harmed by, unfortunately, even though they live in a rich country like ours, just by being children. And the pandemic has no doubt exacerbated this. It's killing people. It's stressing people out people lose their jobs, they suffer, their children suffer. There is, of course, the lockdown measures have led to an epidemic of loneliness, there's been a rise in intimate partner violence, because people are stuck at home, their police are less able to respond. So there's a lot of bad stuff that has happened as a result of the pandemic. There's no doubt about it. I mean, you have to understand that something very unusual in the life of our species has happened, it happened to have happened in 2020 when we're alive, it happens every 50 or 100 years. It just happens to be happening now, which is that a new serious pathogen is being introduced into our species and this germ SARS CoV-2 is going to circulate among us forever now, and it's going to do what it wants. There's some debate about whether viruses are living, but for the sake of argument, it's acting like a living thing. And it's had an ecological release. We're a wholly susceptible population. It's like releasing rats on an isolated island. And then they just decimate the local wildlife because that's what they do. That's what this germ is going to do. It's just going to move among us. It has its own will to survive, and it's just gonna kill us, until it ends.","I don't think I have anything unusual to say about that, except, the classic ""Do unto others, as you wish would have others do unto you."" I think a kind of Zen-like perception on our common humanity is required. I think cultivating in yourself a kind of sense of concern for other people is very important. It's very tempting to be selfish when there is a catastrophe and I think that's something that one needs to use will to combat. And we all have these natural tendencies to, with few exceptions, great majority of people have these natural tendencies to be nice. And I think sort of reflection on that, and a kind of desire to be a good guy right now is necessary and admirable. And frankly, it's good for you too. It's not just that you're being altruistic for altruism sake. There is good evidence that this these types of sensibilities rebound back to you. First of all, you feel better about yourself, and then others also treat you better. So, everyone benefits when people you know, act positively. There's that whole thing about mask wearing, my mask protects you, and your mask protects me. So, when I wear a mask it cultivates a sensibility in those around me that this is normative and beneficial behavior. Incidentally, is a kind of interesting footnote and kind of epidemiological detail that might interest some of your listeners, there's some intriguing evidence from experiments that have been done that one of the ways that masks help is that when I wear a mask, it makes you stay further away from me. So, one of the behavioral impacts is not just that it stops me from inhaling what you exhale, my mask wearing is a signal that I take this seriously. So, you stay away. And they did these experiments where they got people to, randomly assign them, to wait in lines and wear a mask or not wear a mask. And then had a hidden observer track, how far away did people stay in line. And they found that when I was wearing a mask, people stood farther away from me than when I wasn't, for example. ","As I discussed in ""Apollo's Arrow,"" this is not a sprint, it's a marathon. So I don't have any kind of psychological or philosophical wisdom, I just have some epidemiological wisdom, which is we're not at the beginning of the end, we're not even at the end of the beginning, frankly. We're still at the beginning of the beginning of this pandemic! And it's sad news. I mean, probably in the United States, in North America, probably no more than 4 or 5% of people have ever been exposed to this pathogen. And in the end, about 40% of the planet will be exposed. So I think we have many hundreds of thousands of deaths to go. And even if we get a vaccine, which I think is likely, but not certain, in the early part of 2021, if we invent it. We still have to manufacture, distribute, and accept the vaccine. We have to persuade people to take it and at least the United States, we've done such an abysmal job in maintaining the credibility of public health officials, that I'm very worried that people won't believe the officials when they say that the vaccine is safe. And of course, if there are any complications, those will be breathlessly reported by the media. And so people will lose confidence. So  even if a vaccine is invented by early 2021, it'll take at least a year before we could successfully roll it out. And by there, the germ is still spreading. So the germ is going to keep spreading for a while. We're gonna have multiple waves of it. And I just think it's important we accept that unfortunate reality. "
29-Sep-20,Carstensen,Female,North America,Non-SC,"My hope is that one positive change that can come about because of the pandemic is that people will be better able to challenge and see some of the tacit assumptions that they make about life. The certainty with which we predict that our lives will remain stable, the certainty that we will have health and financial security and contact with our loved ones. And by recognizing the fragility of these aspects of our lives, they will come to have greater importance and greater value.","In order to really benefit from the challenges that this pandemic has presented, we will need to remember these experiences. We will need to remember what it was like to step outside of our culture and look inward. To the extent that we forget, and we simply go back to the way that our lives were lived before, we will lose the lessons that we have, hopefully, been taught during this challenging time. ","I fear that the pandemic has the potential to raise the sense of alienation from others and even a sense of fear of others. That we will keep our distance, so to speak, which we're being told to do every day, but to allow that to create a psychological distance between us as individuals and the people who live in our communities that we see every day. We need to connect with others around these times and... It would be a terrible shame if instead we distanced ourselves, and even worse, came to dislike and fear others.","To me, recognition of the fragility of life. And certainly, the COVID pandemic is reminding us of that. It's really one of the greatest gifts that we have, as humans. That is, the abilities that we have. To our knowledge, we are the only species that is aware of our mortality throughout virtually all of our lives. And this appreciation for fragility contributes to a concern for the world, as we know it. It allows us to see what's important and what's not important. And it turns out, most of the things we worry about in life are not important. And so to the extent that we can keep that sense of that awareness, of fragility of ourselves and others around us, I think we will be able to capitalize on these insights and be able to live our lives more mindfully, aware that the way that we use time is important, that we shouldn't waste time, that we need to savor the best aspects of life and let the negative aspects of life go. ","I am reluctant to label any words that I have as wise. I do believe that a perspective that often comes with age is one that helps people through tough times. And the that insight is that a bad times pass. This, too, will pass. And maybe more importantly, we recognize the good times pass, too. And so we should find strength in the knowledge that the toughest times will recede. And we should focus more than ever and savor more, the really good times in life because they are also fleeting, and thus precious. "
6-Oct-20,Park,Female,North America,SC,"Well, first of all, I have to say that, frankly, we may not see any changes whatsoever in the in the long run, or even in the medium run, because the people tend to kind of revert to their baseline pretty quickly after major positive and major negative events, for the most part. But on a more hopeful note, if we do see something positive, perhaps it will be that we recognize that we are more adaptable than we have often thought of ourselves. And in this time of the pandemic, people have done a lot of amazingly creative things to meet needs that were unable to be met in the usual ways, and have been remarkably adaptable to a whole new world. And so perhaps some of that sense of being more resilient and adaptable will persist. Another thing that may have happened is that we've had a realization of how interconnected the world is that people and places around the globe are connected. And perhaps this will have even some hopeful, positive effects on our ability to manage climate change. Because of the interconnectedness of the world, you know, what happened in China affects the whole world, what happens in different parts of our own society affect an entire society.   ","I suppose that having an ability to be self - reflective, and to keep in mind the sorts of things that people have gone through is part of what might help people to capitalize on this positive change.   ","In our own data, as well as the data of others, what I've been seeing is a lot of fear, a lot of uncertainty and the sort of common in people turning more conservative, people being more [and I mean, that in the sense of the sort of terror management circle the wagons] being concerned with your own in group and less concerned with the welfare of others. It's a sort of natural tendency when people have scarce resources or feel afraid and see more of that which in some ways does come out politically. And another, maybe connected place where we're seeing some potential negative longer term effects are in people's willingness or ability to trust in science. Sometimes I think that we may have lost a couple thousand years of human progress in the way that the misinformation and lack of information and lack of respect for scientific ways of knowing have been brought about as a result of this pandemic and the polarization of it. And so that's something that I am actually quite concerned about, as are many other people.","First of all, maybe having compassion for others. We have certainly seen lots of places around the world where people have had compassion and help others through the pandemic. And hopefully, that's a countervailing force that will take away some of the the rough edges of that conservatism. And having diverse perspectives, foresight, long-term thinking, those sorts of aspects of wisdom are clearly going to be needed, and hopefully, not in short supply, to help people as the world returns to some new normal, after we are past the pandemic. ","What I would say is that discernment process, the old, figuring out what you can change, figuring out what you have to just accept. We've seen in our data, again, with several of the COVID studies I'm involved with it, that there are a lot of ways that people can be a agentic and change their situations for the better. As well as having to accept, having to note,  nobody wanted this, nobody likes all the restrictions on their behavior, and movement and so on. Just a lot of acceptance, a lot of things that people need to do that they didn't want to do, but being able to sort of lean into that. So that's really a process of discernment, which I think is kind of the core of wisdom. And maybe getting that practice, through this pandemic will have made people more wise and resilient. That's my hope anyway. "
